Mes,Receita_Mensal,Gastos_Fixos,Gastos_Variaveis,Parcela_Divida,Saldo_Mensal,Saldo_Acumulado
2024-03,10053.071937595167,5200.072475418691,1809.404384184632,1546.0504866546892,1497.544591337155,354626.1125206893
2024-03,12925.35034942154,6482.1412998662545,2921.8366325485126,2507.6761302889972,1013.6962867177754,355639.8088074071
2024-03,9459.681768261802,6722.947230720554,3808.3543628387474,2816.567042247086,-3888.1868675445858,351751.6219398625
2024-03,7769.137123458335,3876.062839657672,1966.6077433742216,1286.3848188413456,640.0817215850957,352391.70366144757
2024-03,12077.71887541364,5393.296386807608,4533.002526120217,544.2365258043964,1607.18343668142,353998.88709812897
2024-04,10773.300800478035,7411.121058555099,3186.047106239463,1463.5280951243758,-1287.3954594409042,352711.4916386881
2024-04,15157.406448401513,5701.718475339456,4288.194992896975,997.8511185339964,4169.641861631086,356881.13350031915
2024-04,17041.903689415816,4810.054815295795,1970.4111335430462,712.576921159634,9548.86081941734,366429.9943197365
2024-04,18514.251541388247,7060.697443316296,1109.4343192470922,666.1456648571433,9677.974113967715,376107.9684337042
2024-04,18908.46716383844,4463.416588457112,2264.0783851730885,1706.7567479612917,10474.215442246947,386582.18387595116
2024-04,19116.81432682389,7554.264773982665,1901.1361196037387,2022.192644070342,7639.220789167142,394221.4046651183
2024-04,5522.545014570672,4769.056610005369,3160.0515036713523,2216.066148564099,-4622.629247670148,389598.7754174482
2024-04,11046.069908673577,7524.430199190403,1043.3953910347839,623.6513198481459,1854.592998600243,391453.3684160484
2024-04,11347.00311350335,5713.606664282961,4672.392336898334,927.6694384543697,33.334673867684614,391486.7030899161
2024-04,5522.331532801298,4935.293313205111,2112.300896391881,1554.4353390945155,-3079.6980158902097,388407.0050740259
2024-04,13861.76701923606,6561.781970709533,1389.1598081361144,2034.610712698485,3876.2145276919273,392283.21960171784
2024-04,10995.230378970808,6346.271624651294,4884.910729555632,1924.5335102813983,-2160.4854855175163,390122.7341162003
2024-04,13852.022828047215,7746.044217461775,1440.424867861192,1577.9757071918661,3087.5780355323823,393210.3121517327
2024-04,12600.532412609387,2301.1177103115433,3265.7755269905333,625.0250374428886,6408.614137864422,399618.9262895971
2024-04,14769.769664641508,6745.812660459866,4257.424876347783,2858.554874791546,907.9772530423143,400526.90354263945
2024-04,15183.868712196745,2337.4518027453237,2480.5782362312675,1218.6166819069806,9147.221991313174,409674.1255339526
2024-04,6515.002933208143,4701.460737407058,3508.787685539201,624.5998657637201,-2319.845355501835,407354.28017845075
2024-04,13524.7153415895,6346.31645115086,2411.9186194957965,666.7405643696046,4099.73970657324,411454.019885024
2024-04,18212.81782111019,3119.2467982525586,4361.59379178689,799.708520062559,9932.268711008184,421386.2885960322
2024-04,17668.04148417008,3953.8606723744033,2654.6713136140393,1020.9326817098905,10038.576816471748,431424.86541250395
2024-04,5342.279424796615,5486.141207415971,1993.9022854164148,621.6059500917016,-2759.3700181274726,428665.49539437646
2024-04,12381.99290994855,4806.240832258334,4257.841377160232,1068.3040754406888,2249.6066250892964,430915.10201946576
2024-04,11681.031132741587,5086.600398658297,1930.4482474205474,2510.250639679698,2153.7318469830443,433068.8338664488
2024-04,6722.6419364689,6086.255937001116,3736.5532514072806,760.4299070209001,-3860.597158960397,429208.23670748837
2024-04,13495.669820684816,7660.385852490632,4878.745897469727,2496.7183634543944,-1540.1802927299377,427668.05641475844
2024-04,10924.548374853024,7175.772702150239,3621.564449411384,738.5921786518721,-611.3809553604715,427056.67545939796
2024-04,17679.991026512307,6658.203334484619,2105.8246080138188,637.2285050458197,8278.734578968051,435335.410038366
2024-04,18782.835047481953,6869.194829375111,3428.205989005775,1414.1755950615377,7071.25863403953,442406.66867240553
2024-04,8064.6365247138065,3164.12824262692,4542.236547024124,1796.6153827699522,-1438.3436477071891,440968.32502469834
2024-04,19217.642974874914,5259.056358752341,2021.4681814114965,2522.744866176372,9414.373568534706,450382.698593233
2024-04,7473.670834211232,4069.645009878955,4635.057309467338,2429.7730360341766,-3660.804521169237,446721.8940720638
2024-04,5069.43924810587,2162.4910269165453,4642.908334759506,885.3026597078313,-2621.262773278012,444100.6312987858
2024-04,11789.686823486927,6857.984721737193,1761.0461214925604,2700.118755351461,470.5372249057127,444571.16852369154
2024-04,9695.008314668907,4742.341242759263,3161.1144894989047,1185.45288356742,606.099698843318,445177.26822253485
2024-04,11167.76466650589,4277.325754138737,4789.453065266639,2605.2538152353245,-504.26796813481087,444673.0002544
2024-04,15020.71375658657,6388.96613130398,2574.1682423728353,751.7836862402905,5305.7956966694655,449978.7959510695
2024-04,9222.944599441014,2639.7667629959446,1944.5593386365513,748.555939853502,3890.062557955016,453868.85850902455
2024-04,8295.928434326617,6263.87083144579,4906.221646678643,1144.3323520649406,-4018.496395862756,449850.36211316177
2024-04,17776.837226036878,3879.085105173267,2322.917595043962,1297.4464802119992,10277.38804560765,460127.7501587694
2024-04,16508.03766854784,3733.6096663823514,1414.7238203449283,1788.5445372703996,9571.15964455016,469698.9098033196
2024-04,13806.00245396648,5570.7602321719405,2373.9861385997233,571.9864148084462,5289.2696683863705,474988.179471706
2024-04,7803.952130180286,6897.227498754715,2248.049155693898,2628.4832741650453,-3969.8077984333713,471018.37167327263
2024-04,6034.068427799734,4477.754906775599,4711.146181037426,780.3645836656767,-3935.1972436789665,467083.17442959367
2024-04,19989.895374186322,6675.6819308725135,3413.370986739247,709.8935434029561,9190.948913171607,476274.12334276526
2024-04,17814.972697955047,3539.003422975638,4257.809863336148,2309.8355175898564,7708.323894053405,483982.44723681867
2024-04,17036.949990501176,7595.742231756618,4291.718472274172,2597.4400360152486,2552.0492504551385,486534.49648727383
2024-05,19104.84779316972,3148.9177986711065,2020.5541167652027,2350.086110208622,11585.289767524788,498119.78625479864
2024-05,10165.843229548562,6869.858463521122,4481.595584434014,1216.9678131181054,-2402.5786315246805,495717.20762327395
2024-05,14007.09256374126,6211.053481035267,4924.877629174672,1781.3149934391358,1089.8464600921852,496807.0540833661
2024-05,10406.631813756596,5547.35071811571,4221.8282706310365,1546.3904192415753,-908.9375942317256,495898.1164891344
2024-05,10753.866816171972,5824.102440789564,4938.866608254048,1156.486889075005,-1165.589121946643,494732.5273671877
2024-05,10268.82179542141,5577.3059103288,2534.019612705136,2714.533655859115,-557.0373834716393,494175.4899837161
2024-05,7844.835074939253,4766.76121218135,2521.785273001896,1609.4666043568438,-1053.178014600836,493122.3119691153
2024-05,9413.22595071243,6408.8420964035995,1956.0006396246517,2144.423317591678,-1096.0401029074983,492026.27186620777
2024-05,5209.071390505221,7844.637839588469,3448.399951204225,2719.587113951741,-8803.553514239215,483222.71835196856
2024-05,8983.771498714366,4302.2667442815455,3033.928677349806,1006.7851070194773,640.7909700635373,483863.5093220321
2024-05,10241.95473773727,6483.149833385096,1679.8124561401405,2916.4866910865817,-837.494242874549,483026.01507915754
2024-05,11513.023561162132,7190.437916339581,1462.2835123210064,1986.4413216272287,873.8608108743174,483899.87589003186
2024-05,7120.243302299526,7112.79002056495,2655.9761217912137,1773.2433942532184,-4421.766234309857,479478.109655722
2024-05,5664.166815016509,7081.267910161708,4867.99334380411,2930.469857058068,-9215.564296007378,470262.5453597146
2024-05,18959.55655586513,2980.9867627139583,2584.5203201258073,948.0368052886827,12446.01266773668,482708.5580274513
2024-05,5528.016043760073,6176.0197532839875,3826.106691876266,1187.9683862125266,-5662.078787612705,477046.47923983855
2024-05,15542.570673528071,3927.1720271287495,4070.5486603949244,1980.5614646684216,5564.288521335975,482610.76776117453
2024-05,9113.336793510487,2594.8103575447967,1370.3401497858301,1371.5775297145778,3776.6087564652826,486387.3765176398
2024-05,8506.04948440872,5189.893088833831,4096.752351857787,2967.501639976094,-3748.097596258991,482639.2789213808
2024-05,15038.672118189119,6420.516224610401,2764.6013342736646,2545.4938537085477,3308.0607055965065,485947.33962697734
2024-05,11665.500614098326,5743.139018459484,2264.4066299839205,1305.7088265590296,2352.2461390958924,488299.5857660732
2024-05,8600.06655777763,6391.6506781282615,3963.9511163996367,1316.4943251429966,-3072.0295618932632,485227.55620417994
2024-05,14245.29918497495,4844.858426724988,4526.162250888492,2071.1606321768495,2803.117875184622,488030.6740793646
2024-05,10330.08378746115,4285.253955625012,1647.4997723502975,2066.056436880037,2331.273622605803,490361.94770197035
2024-05,19267.124901455816,2307.362059006841,2759.599246581861,2157.716693395434,12042.44690247168,502404.394604442
2024-05,18580.94343999513,5694.140582851147,4441.327664223887,2293.9165181360204,6151.558674784077,508555.9532792261
2024-05,10224.942535257644,6839.578195996496,1016.209231464785,742.9279922105181,1626.2271155858434,510182.1803948119
2024-05,16285.87941941937,2177.379574181525,1614.4294243831455,522.9173758675422,11971.153044987157,522153.3334397991
2024-05,17032.152954944762,6725.35633981973,3603.5842419906962,2080.5557901092043,4622.656583025131,526775.9900228243
2024-05,13341.87936681919,5915.048421607937,3411.5113690457265,1221.7187133678303,2793.6008627976953,529569.590885622
2024-05,16548.747342348466,7548.020462652619,3235.4462165479,2338.352159337147,3426.928503810799,532996.5193894327
2024-05,8630.770160914939,2057.978218279058,1858.2344310853305,649.0342513945559,4065.5232601559946,537062.0426495888
2024-05,15677.773045537311,5694.466399987696,1949.8502111254106,2749.378571877432,5284.077862546772,542346.1205121356
2024-05,7323.037892634486,2310.868331388797,2973.5369666371575,1011.3421112236233,1027.290483384908,543373.4109955204
2024-05,9030.243203939981,3090.6573574095974,4195.775365319581,2992.1012406360114,-1248.2907594252083,542125.1202360952
2024-05,18199.135545421977,7082.214344800911,3355.9930620496343,2972.211474435127,4788.716664136304,546913.8369002314
2024-05,19857.762551294167,3317.5518401741765,2062.2055693427774,2208.3749955679546,12269.630146209258,559183.4670464407
2024-05,17196.17849927295,2159.144336496256,1887.876704620449,1334.5275236706295,11814.629934485616,570998.0969809263
2024-05,9718.816358780903,5879.163496107174,2939.8672166448796,1747.0818965655303,-847.2962505366813,570150.8007303897
2024-05,12231.999610325385,3809.8763350557792,3964.7669505028007,878.9757079965025,3578.3806167703024,573729.18134716
2024-06,6719.209965018954,3107.1845787279517,2665.8688611089556,2689.4819090920428,-1743.3253839099962,571985.85596325
2024-06,12314.899147326843,2026.5560159954352,4519.711193923941,1093.7004064316084,4674.931530975859,576660.7874942259
2024-06,11222.381414477462,2753.642317682572,3870.9939598171045,637.2617178839237,3960.4834190938627,580621.2709133198
2024-06,14525.561115985663,4430.364558905355,4086.2236359630733,2587.1732169855227,3421.799704131712,584043.0706174514
2024-06,17539.77280902448,3099.818256084804,2833.464056496903,991.4587785528022,10615.03171788997,594658.1023353414
2024-06,18638.788759034887,6257.789301786293,2411.5246777398233,2097.230422159867,7872.244357348904,602530.3466926903
2024-06,18552.8387641412,4075.328657207591,2407.755278777612,1630.227453513359,10439.52737464264,612969.874067333
2024-06,10921.596014886178,5481.483306415517,4496.320362734554,2391.5831467872267,-1447.79080105112,611522.0832662819
2024-06,7150.753206947902,5597.826051234383,4145.063281623718,1322.0748910023992,-3914.211016912597,607607.8722493693
2024-06,11283.175114875427,2496.3357744401856,4848.451623201294,1525.3284703318498,2413.0592469020976,610020.9314962714
2024-06,14653.751452132083,3394.394017718511,1444.898442636663,1677.6254119418,8136.833579835109,618157.7650761065
2024-06,13959.699024835918,4123.4109231891625,1349.8319013673135,1326.4246723918013,7160.031527887641,625317.7966039942
2024-06,19785.563198841453,7433.668978862666,4959.953575725811,2499.3717783711354,4892.56886588184,630210.3654698761
2024-06,9601.712910235194,3224.018004552834,1431.7206936700723,1015.4489931438005,3930.525218868487,634140.8906887446
2024-06,11781.484713671365,6888.009716453866,2371.4424578988755,1430.4567894570378,1091.5757498615876,635232.4664386061
2024-06,19358.332041563204,6834.770731619512,3584.3371557227642,1882.8713882593265,7056.352765961601,642288.8192045677
